"Imported Profiles","Company Table Data (Company filter table test (superhero))","First Name","Last Name","Full Name","Job Title","Location","Company Domain","LinkedIn Profile","Enrich Person from LinkedIn Profile","Picture Url Orig","Picture Url Copy","LinkedIn Picture Check","Image Description","Attribute Descriptions","Response","JSON Reformat (1)"
,,"Adam","Rouls","Adam Rouls","Chief Revenue Officer (CRO)","Detroit Metropolitan Area","sheeva.ai","https://linkedin.com/in/adamrouls",,,,"false",,,,
,,"Matthew","Gonzalez","Matthew Gonzalez","Vice President of Sales","San Francisco Bay Area","formelife.com","https://linkedin.com/in/matthew-gonzalez-327ba79",,,,"false",,,,
,,"Josh","Pettit","Josh Pettit","Vice President of Sales, Ophthalmology","Raleigh-Durham-Chapel Hill Area","coherus.com","https://linkedin.com/in/josh-pettit77",,,,"false",,,,
,,"Darren","Lucas","Darren Lucas","Vice President of Sales","Washington DC-Baltimore Area","docsol.net","https://linkedin.com/in/darren-lucas-9247253",,,,"false",,,,
,,"Nancy","Terrell","Nancy Terrell","Vice President, Sales and Marketing","Dallas-Fort Worth Metroplex","finamill.com","https://linkedin.com/in/nancyterrell",,,,"false",,,,
,,"Lee","Keller","Lee Keller","Vice President - Operations & Sales","Dallas-Fort Worth Metroplex","hfsfoods.com","https://linkedin.com/in/lee-keller-1060a293",,,,"false",,,,
,,"Christopher","Almaraz","Christopher Almaraz","Chief Revenue Officer","Austin, Texas Metropolitan Area",,"https://linkedin.com/in/christopher-almaraz-77939314b",,,,"false",,,,
,,"Brandon","Briggs","Brandon Briggs","Senior Vice President, Revenue & Operations (CRO | COO)","Miami-Fort Lauderdale Area","msccruises.com","https://linkedin.com/in/brandonbriggs-coo-cro-cco",,,,"false",,,,
,,"James","No","James No","Vice President of Revenue","San Francisco Bay Area","ship.com","https://linkedin.com/in/jameskno",,,,"false",,,,
,,"Johen","Vargas","Johen Vargas","Vice President Sales","Miami-Fort Lauderdale Area","jvmkitchendesign.com","https://linkedin.com/in/johen-vargas-72088486",,,,"false",,,,
,,"Linda","Chu","Linda Chu","VP, Sales & Acquisitions","San Francisco Bay Area",,"https://linkedin.com/in/lindachu106",,,,"false",,,,
,,"Caleb","Shrum","Caleb Shrum","Chief Revenue Officer (CRO)","Nashville Metropolitan Area",,"https://linkedin.com/in/caleb-shrum-a0b4b422",,,,"false",,,,
,,"Emma","Arocha","Emma Arocha","VP of Sales & Business Development","Miami-Fort Lauderdale Area","aviotek.com","https://linkedin.com/in/emma-arocha-95686b35",,,,"false",,,,
,,"Rob","Dean","Rob Dean","Vice President of Sales Eastern US","Kansas City Metropolitan Area","testequity.com","https://linkedin.com/in/robdean2023",,,,"false",,,,
,,"Tyler","Tomson","Tyler Tomson","VP of Sales | National Platforms","Dallas-Fort Worth Metroplex","iheartmedia.com","https://linkedin.com/in/tyler-tomson-8996b394",,,,"false",,,,
,,"Michelle","Wassmuth","Michelle Wassmuth","VP, Sales Manager, Mortage Banker","Washington DC-Baltimore Area","sandyspringbank.com","https://linkedin.com/in/michelle-wassmuth-1a5502a8",,,,"false",,,,
,,"Andy","Kozma","Andy Kozma","Chief Revenue Officer (CRO)","New York City Metropolitan Area","vialytics.de","https://linkedin.com/in/andykozma",,,,"false",,,,
,,"Irit","Langness","Irit Langness","Executive Vice President of Sales","Las Vegas Metropolitan Area","papillon.com","https://linkedin.com/in/irit-langness-041b0213",,,,"false",,,,
,,"Joseph","Stirlacci","Joseph Stirlacci","VP, Club Sales","San Francisco Bay Area",,"https://linkedin.com/in/joseph-stirlacci-759a91124",,,,"false",,,,
,,"Daniel","Hotujac ️","Daniel Hotujac ️","Vice President of Sales","Kansas City Metropolitan Area","advisorsexcel.com","https://linkedin.com/in/danielhotujac",,,,"false",,,,
,,"David","Irons","David Irons","Regional Vice President of Sales","Dallas-Fort Worth Metroplex","edynamiclearning.com","https://linkedin.com/in/david-irons",,,,"false",,,,
,,"Hal","K.","Hal K.","Vice President of Sales and Marketing","Greater Minneapolis-St. Paul Area","bluehorizonenergy.com","https://linkedin.com/in/halkimball",,,,"false",,,,
,,"Jeff","Dyer","Jeff Dyer","Chief Sales Officer (CSO)","Dallas-Fort Worth Metroplex","hoffmancabinets.com","https://linkedin.com/in/jeff-dyer-9107a717",,,,"false",,,,
,,"Mendi","Riddle","Mendi Riddle","Vice President of Sales","Columbus, Ohio Metropolitan Area","omig.com","https://linkedin.com/in/mendi-riddle",,,,"false",,,,
,,"Ernie","Ianace","Ernie Ianace","Co-Founder - Chief Sales Officer","Dallas-Fort Worth Metroplex","vitaltech.com","https://linkedin.com/in/ernie-ianace-1701721",,,,"false",,,,
,,"Emilio","Mayor","Emilio Mayor","VP of Sales","Miami-Fort Lauderdale Area","nationalcommunicationsgroup.com","https://linkedin.com/in/emiliomayor",,,,"false",,,,
,,"Doug","Guffey","Doug Guffey","VP of Sales","Dallas-Fort Worth Metroplex","hsmsolutions.com","https://linkedin.com/in/doug-guffey-6331a421",,,,"false",,,,
,,"Bryan","Lee","Bryan Lee","Vice President, Operations and Enterprise Sales","Washington DC-Baltimore Area","wealthcentral.com","https://linkedin.com/in/instreambryan",,,,"false",,,,
,,"Mehak","Humphreys","Mehak Humphreys","Associate Vice President, Revenue Cycle","Los Angeles Metropolitan Area","radpartners.com","https://linkedin.com/in/mehak-humphreys",,,,"false",,,,
,,"Mathew","Castaneda","Mathew Castaneda","VP Sales - Central","San Francisco Bay Area","wizixtech.com","https://linkedin.com/in/mathew-castaneda-969a61149",,,,"false",,,,
,,"Zsig","Schneider","Zsig Schneider","Vice President Sales & Marketing","Salt Lake City Metropolitan Area","tatachemicals.com","https://linkedin.com/in/zsig-schneider-41b4748",,,,"false",,,,
,,"Alex","Hurd","Alex Hurd","Vice President of Sales","Dallas-Fort Worth Metroplex","wolfepak.com","https://linkedin.com/in/alex-hurd-706251ab",,,,"false",,,,
,,"Derek","Gregg","Derek Gregg","VP of Sales","San Francisco Bay Area","copia.io","https://linkedin.com/in/derekgregg",,,,"false",,,,
,,"Nathane","Sharp","Nathane Sharp","Chief Revenue Officer (CRO)","Cincinnati Metropolitan Area","schaeffersresearch.com","https://linkedin.com/in/nathane-sharp-0399b1138",,,,"false",,,,
,,"Anthony","Bruce","Anthony Bruce","Senior Vice President - Sales & Business Development, Americas","Salt Lake City Metropolitan Area","immersivetechnologies.com","https://linkedin.com/in/anthony-bruce-5568b129",,,,"false",,,,
,,"Evan","Davis","Evan Davis","Vice President of Sales","Miami-Fort Lauderdale Area","buymoulding.com","https://linkedin.com/in/evan-davis-98a47113",,,,"false",,,,
,,"Teri","Ross","Teri Ross","Vice President, Sales and Client Relations","Washington DC-Baltimore Area","parsinc.com","https://linkedin.com/in/teri-ross-9a2447b",,,,"false",,,,
,,"Jeff","Diersen","Jeff Diersen","Vice President - Sales & Marketing","Greater St. Louis","starrco.com","https://linkedin.com/in/jeffdiersen",,,,"false",,,,
,,"Smith","Anderson","Smith Anderson","Chief Revenue Officer (CRO)","Denver Metropolitan Area","latergram.me","https://linkedin.com/in/smith-anderson-cro",,,,"false",,,,
,,"Dave","Susla","Dave Susla","Vice President of Sales and Marketing","Greater Minneapolis-St. Paul Area","unitedsugars.com","https://linkedin.com/in/davesusla",,,,"false",,,,
,,"Matt","Sheeder","Matt Sheeder","Vice President of Sales","Greater Minneapolis-St. Paul Area","iheartmedia.com","https://linkedin.com/in/matt-sheeder-8823bb89",,,,"false",,,,
,,"KEVIN","ANDERSON","KEVIN ANDERSON","VP, Sales & Strategic Alliances","Washington DC-Baltimore Area","nextsteptech.us","https://linkedin.com/in/kevin-anderson-926a56190",,,,"false",,,,
,,"Emmy","Johnson","Emmy Johnson","VP of Sales","Washington DC-Baltimore Area","marinalife.com","https://linkedin.com/in/emmyschaaf",,,,"false",,,,
,,"Jeff","Rhodes","Jeff Rhodes","Vice President of Sales","Washington DC-Baltimore Area",,"https://linkedin.com/in/jeffrhodes0",,,,"false",,,,
,,"Rocky","Loessin","Rocky Loessin","Vice President of Sales and Marketing","Dallas-Fort Worth Metroplex","stratoinc.com","https://linkedin.com/in/rocky-loessin-93066a93",,,,"false",,,,
,,"George","Thimsen","George Thimsen","Chief Revenue Officer","Greater Phoenix Area","alwaystimeless.com","https://linkedin.com/in/george-thimsen-5bb0103",,,,"false",,,,
,,"Steve","Cook","Steve Cook","Executive Vice President of Sales","San Francisco Bay Area","monetra.com","https://linkedin.com/in/steven-g-cook",,,,"false",,,,
,,"Jeff (JT)","Tiran","Jeff (JT) Tiran","Vice President of Sales, Central Region","Greater Minneapolis-St. Paul Area","cpspharm.com","https://linkedin.com/in/jttiran",,,,"false",,,,
,,"Max","Gabler","Max Gabler","Vice President of Sales","Washington DC-Baltimore Area","iqm.com","https://linkedin.com/in/max-gabler-22204b5",,,,"false",,,,
,,"Krista","McDougal","Krista McDougal","Vice President Global Sales Organization","Dallas-Fort Worth Metroplex","encoreglobal.com","https://linkedin.com/in/kristamcdougal",,,,"false",,,,
,,"Wendy","Wagner","Wendy Wagner","Executive Vice President, Head of Sales and Client Experience","Dallas-Fort Worth Metroplex","aisinfo.com","https://linkedin.com/in/wendy-wagner-7905b48b",,,,"false",,,,
,,"Andrew","Kashin","Andrew Kashin","VP of Sales","Miami-Fort Lauderdale Area","riskified.com","https://linkedin.com/in/andrewkashin",,,,"false",,,,
,,"MARIO","DIAZ","MARIO DIAZ","VP Sales and Marketing","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/mario-diaz-b70774a8",,,,"false",,,,
,,"Brian","Lenz, AIF®","Brian Lenz, AIF®","Chief Sales Officer","Greater Pittsburgh Region","americantcs.com","https://linkedin.com/in/brian-lenz-aif®-7b319222",,,,"false",,,,
,,"Brian","Duncan","Brian Duncan","Senior Vice President of Sales","Dallas-Fort Worth Metroplex","epnet.com","https://linkedin.com/in/brian-duncan-154b7511",,,,"false",,,,
,,"Ryan","Toro","Ryan Toro","Vice President of Sales","Washington DC-Baltimore Area","sightlinehospitality.com","https://linkedin.com/in/ryan-toro",,,,"false",,,,
,,"Roger","Lee","Roger Lee","Chief Revenue Officer","Nashville Metropolitan Area","legalnetinc.com","https://linkedin.com/in/roger-lee-1b449928",,,,"false",,,,
,,"Chad","Jeske","Chad Jeske","Vice President, Head of Sales","Dallas-Fort Worth Metroplex","aiscaregroup.com","https://linkedin.com/in/chadjeske",,,,"false",,,,
,,"Loren","Shumate","Loren Shumate","VP of Marketing and Sales Enablement","Raleigh-Durham-Chapel Hill Area","enosix.com","https://linkedin.com/in/lorenshumate",,,,"false",,,,
,,"Garrett","Marker","Garrett Marker","Vice President of Global Sales","San Francisco Bay Area","appboy.com","https://linkedin.com/in/gmarker",,,,"false",,,,
,,"Roland","Klinger","Roland Klinger","Vice President Sales US","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/roland-klinger-076aa8199",,,,"false",,,,
,,"JOYCE","WIRTHLIN","JOYCE WIRTHLIN","Senior Vice President Of Sales","Salt Lake City Metropolitan Area","iheartmedia.com","https://linkedin.com/in/joyce-wirthlin-b9aa9a19a",,,,"false",,,,
,,"Corey","Hancock","Corey Hancock","Vice President, Sales & Business Development","Greater Minneapolis-St. Paul Area","nortechsys.com","https://linkedin.com/in/corey-hancock",,,,"false",,,,
,,"Anupreet","Singh ","Anupreet Singh ","Chief Revenue Officer","San Francisco Bay Area","gan.ai","https://linkedin.com/in/anupreetsingh",,,,"false",,,,
,,"Dino","DiMarino","Dino DiMarino","Chief Revenue Officer","Greater Boston","qualys.com","https://linkedin.com/in/dinodimarino",,,,"false",,,,
,,"Chad","Withers","Chad Withers","Vice President of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/chad-withers",,,,"false",,,,
,,"Michael","DePadova","Michael DePadova","Sales Vice President","New York City Metropolitan Area","coface.com","https://linkedin.com/in/michaeldepadova",,,,"false",,,,
,,"Douglas","McClelland","Douglas McClelland","Vice President, Regional Sales Consultant","Raleigh-Durham-Chapel Hill Area","pgim.com","https://linkedin.com/in/douglas-mcclelland-2889993a",,,,"false",,,,
,,"Michael","Garcia","Michael Garcia","Chief Sales Officer","New York City Metropolitan Area","dynamiccreations.com","https://linkedin.com/in/michael-garcia-7981b9164",,,,"false",,,,
,,"Michelle","Webb","Michelle Webb","Senior VP Investment Sales Manager","Dallas-Fort Worth Metroplex","frostbank.com","https://linkedin.com/in/michelle-webb-18221628",,,,"false",,,,
,,"Mike","Laliberte","Mike Laliberte","Chief Revenue Officer","Greater Boston","shastic.com","https://linkedin.com/in/mike-laliberte-shastic",,,,"false",,,,
,,"Josh","Walpole","Josh Walpole","Vice President Of Commercial Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/josh-walpole",,,,"false",,,,
,,"Lauren","Schwartz","Lauren Schwartz","Vice President, Enterprise Sales","San Francisco Bay Area","fivetran.com","https://linkedin.com/in/laurenhschwartz",,,,"false",,,,
,,"Todd","Adams, MBA","Todd Adams, MBA","Sr Vice President, Director of Sales","Dallas-Fort Worth Metroplex","lendistry.com","https://linkedin.com/in/todd-adams-mba-b8917044",,,,"false",,,,
,,"Sam","Lau","Sam Lau","Vice President - Sales","Los Angeles Metropolitan Area","sagientfs.com","https://linkedin.com/in/sam-lau-2416a3b",,,,"false",,,,
,,"Adam","Daniul","Adam Daniul","Vice President of Sales","Miami-Fort Lauderdale Area","for-a.com","https://linkedin.com/in/adam-daniul-43a8558",,,,"false",,,,
,,"Callan","Cantrell","Callan Cantrell","Assistant Vice President of Sales","Miami-Fort Lauderdale Area","manwahholdings.com","https://linkedin.com/in/callan-cantrell-857036151",,,,"false",,,,
,,"Christa","Stramella, MBA","Christa Stramella, MBA","Vice President, Sales & Customer Success","Washington DC-Baltimore Area","2u.com","https://linkedin.com/in/christastramella",,,,"false",,,,
,,"Ray","Jetha","Ray Jetha","Senior VP, Sales and Business Development","Dallas-Fort Worth Metroplex","wfs.cloud","https://linkedin.com/in/ray-jetha-b9968b174",,,,"false",,,,
,,"Bruce","Markling","Bruce Markling","Vice President, Sales- West Region","Greater Minneapolis-St. Paul Area","commscope.com","https://linkedin.com/in/bruce-markling-24430640",,,,"false",,,,
,,"Desiree","Bottorff","Desiree Bottorff","Vice President of Sales","Dallas-Fort Worth Metroplex","trimerabrands.com","https://linkedin.com/in/desiree-bottorff-b416a34",,,,"false",,,,
,,"Scott","Edwards","Scott Edwards","Senior Vice President of Sales","San Francisco Bay Area","winebow.com","https://linkedin.com/in/scott-edwards-1b12817",,,,"false",,,,
,,"Jared","Smith","Jared Smith","Vice President of Sales and Marketing","Salt Lake City Metropolitan Area",,"https://linkedin.com/in/jared-smith-021444b5",,,,"false",,,,
,,"Tatum","Smith","Tatum Smith","Area Vice President Of Sales","Dallas-Fort Worth Metroplex","aviatorhh.com","https://linkedin.com/in/tatum-smith-1b525235",,,,"false",,,,
,,"Adam","Burnham","Adam Burnham","Chief Revenue Officer (CRO)","Greater St. Louis","affinityx.com","https://linkedin.com/in/adam-burnham-5b10877",,,,"false",,,,
,,"Larry","Love","Larry Love","VP of Sales","San Francisco Bay Area","urloop.com","https://linkedin.com/in/larry-love-7a580a20",,,,"false",,,,
,,"Thomas","Bates","Thomas Bates","Chief Revenue Officer","Greater Orlando","correctcraft.com","https://linkedin.com/in/thomas-bates-30a00326",,,,"false",,,,
,,"Don","Moran","Don Moran","Vice President Sales","Greater Minneapolis-St. Paul Area","readycreditcorp.com","https://linkedin.com/in/don-moran-6b64145",,,,"false",,,,
,,"Raul","Aguilar","Raul Aguilar","VP of Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/raul-aguilar-911bb176",,,,"false",,,,
,,"Lindsey","Pint","Lindsey Pint","Regional Vice President, Enterprise Sales","Kansas City Metropolitan Area","impactradius.com","https://linkedin.com/in/lindseypint",,,,"false",,,,
,,"Jason","Schoenberger","Jason Schoenberger","Vice President of Sales","Columbus, Ohio Metropolitan Area",,"https://linkedin.com/in/jason-schoenberger-98772463",,,,"false",,,,
,,"Graham","Fasbinder ","Graham Fasbinder","Vice President of Sales","Kansas City Metropolitan Area","diamondtowel.net","https://linkedin.com/in/graham-fasbinder-05756619b",,,,"false",,,,
,,"Jodi","Ertmer","Jodi Ertmer","VP of Sales","Greater Minneapolis-St. Paul Area","romaboots.com","https://linkedin.com/in/jodi-ertmer-29143a13",,,,"false",,,,
,,"Christian","Mollica","Christian Mollica","Member, Chief Revenue Officer","New York City Metropolitan Area","naturaeoils.com","https://linkedin.com/in/christian-mollica-625222178",,,,"false",,,,
,,"Carolina","Gross","Carolina Gross","Vice President SMB Sales","Dallas-Fort Worth Metroplex","ups.com","https://linkedin.com/in/carolina-gross",,,,"false",,,,
,,"Sabrina","Mundy","Sabrina Mundy","Vice President of Sales","Kansas City Metropolitan Area",,"https://linkedin.com/in/sabrina-mundy-1024a4b6",,,,"false",,,,
,,"Luis","Villegas","Luis Villegas","Vice President of Sales","Dallas-Fort Worth Metroplex","blueskyglass.com","https://linkedin.com/in/luis-villegas",,,,"false",,,,
,,"Chris","Boucher","Chris Boucher","Vice President of Sales","Greater St. Louis","rtgpos.com","https://linkedin.com/in/chris-boucher-5b258312",,,,"false",,,,
,,"Amy","Bishop","Amy Bishop","VP of Sales","San Francisco Bay Area","clubsports.com","https://linkedin.com/in/coachamylynnbishop",,,,"false",,,,
,,"Robert","Hurley","Robert Hurley","Vice President Credit Sales","Charlotte Metro","usbank.com","https://linkedin.com/in/robert-hurley-a7b16410",,,,"false",,,,
,,"Holly","Waddington","Holly Waddington","VP of Sales","Salt Lake City Metropolitan Area","carpetdiem.us","https://linkedin.com/in/holly-waddington",,,,"false",,,,
,,"Jeff","Young","Jeff Young","Vice President Revenue Management","Los Angeles Metropolitan Area","classichotels.com","https://linkedin.com/in/jeyoung",,,,"false",,,,
,,"Michelle","Wolter","Michelle Wolter","Vice President Sales and Marketing","Greater Minneapolis-St. Paul Area","bailiwick.com","https://linkedin.com/in/michelle-wolter",,,,"false",,,,
,,"Charlie","Stone","Charlie Stone","VP, North America Sales  100% annual revenue growth Successful sale to PE","Washington DC-Baltimore Area","cobwebs.com","https://linkedin.com/in/charlessstone",,,,"false",,,,
,,"Margaret","Corley Desaulniers","Margaret Corley Desaulniers","Vice President of Sales","San Francisco Bay Area","benchmarkdestinations.com","https://linkedin.com/in/margaret-corley-desaulniers-b814a86",,,,"false",,,,
,,"China","Martin","China Martin","Vice President and Sales","San Francisco Bay Area",,"https://linkedin.com/in/china-martin-631375162",,,,"false",,,,
,,"Laura","Taylor","Laura Taylor","VP, Treasury Management Sales Analyst","Miami-Fort Lauderdale Area","wellsfargo.com","https://linkedin.com/in/laura-taylor-31508b220",,,,"false",,,,
,,"Ben","Masino","Ben Masino","Chief Revenue Officer","Greater Philadelphia","avertium.com","https://linkedin.com/in/ben-masino-bb19b816",,,,"false",,,,
,,"Chuck","Jackson","Chuck Jackson","Sr. VP Sales and Operations","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/chuck-jackson-309b213",,,,"false",,,,
,,"Isaac","Kinter","Isaac Kinter","Regional Vice President - Head of Sales","Dallas-Fort Worth Metroplex","eyefinity.com","https://linkedin.com/in/isaac-kinter",,,,"false",,,,
,,"Fiona","Gerbershagen","Fiona Gerbershagen","Vice President Sales","Los Angeles Metropolitan Area","fambrands.com","https://linkedin.com/in/fionagerbershagen",,,,"false",,,,
,,"Brad","Rittler","Brad Rittler","Vice President, Channel Sales & Business Development","Washington DC-Baltimore Area","encycle.com","https://linkedin.com/in/bradrittler",,,,"false",,,,
,,"Maurie","Munro","Maurie Munro","Vice President, Enterprise Voice / SD WAN Sales Solutions","Dallas-Fort Worth Metroplex","peerlessnetwork.com","https://linkedin.com/in/mauriemunro",,,,"false",,,,
,,"Francisco","Soto","Francisco Soto","Chief Sales Officer (CSO)","Dallas-Fort Worth Metroplex","themerchanthub.com","https://linkedin.com/in/francisco-aaron-soto",,,,"false",,,,
,,"Vicki","McDonald","Vicki McDonald","VP of Sales and Marketing","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/vicki-mcdonald-594b1613",,,,"false",,,,
,,"Brian","Reid","Brian Reid","Chief Revenue Officer","Denver Metropolitan Area","gotransverse.com","https://linkedin.com/in/brianareid",,,,"false",,,,
,,"Mitch","Franklin","Mitch Franklin","Vice President of Sales","Dallas-Fort Worth Metroplex","countrymeats.com","https://linkedin.com/in/mitchfranklin",,,,"false",,,,
,,"ROSS","FLEMMER","ROSS FLEMMER","VP Membership Sales","Greater Minneapolis-St. Paul Area","trustone.org","https://linkedin.com/in/ross-flemmer-44a76143",,,,"false",,,,
,,"Brian","Mitchell","Brian Mitchell","Vice President of Sales","Charlotte Metro","careermatchsolutions.com","https://linkedin.com/in/brian-mitchell-624466a7",,,,"false",,,,
,,"Nic","Rapacz","Nic Rapacz","Vice President of Outsourcing Sales","Greater Minneapolis-St. Paul Area","forrestsolutions.com","https://linkedin.com/in/nicrapacz",,,,"false",,,,
,,"Allison","Niedermeier","Allison Niedermeier","Senior Vice President, Revenue Operations","New York City Metropolitan Area","ogxproductions.com","https://linkedin.com/in/allison-niedermeier",,,,"false",,,,
,,"Tyler","Storm","Tyler Storm","VP of Sales","Greater Minneapolis-St. Paul Area","reachmedianetwork.com","https://linkedin.com/in/tyler-storm-3b143614",,,,"false",,,,
,,"Tom","Lundstedt","Tom Lundstedt","Vice President, U.S. SME Tele Sales","Miami-Fort Lauderdale Area","americanexpress.com","https://linkedin.com/in/tom-lundstedt-b430b142",,,,"false",,,,
,,"Rick","Hazell","Rick Hazell","Vice President, Worldwide Sales","San Francisco Bay Area","smartm.com","https://linkedin.com/in/richard-hazell",,,,"false",,,,
,,"Emily","(Blankenship) Graham","Emily (Blankenship) Graham","Regional Vice President, Sales","Dallas-Fort Worth Metroplex","entrata.com","https://linkedin.com/in/emilygraham4",,,,"false",,,,
,,"Terri","Hunter","Terri Hunter","VP, National Sales Executive","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/terrihunter1",,,,"false",,,,
,,"Jody","Nelson","Jody Nelson","Vice President Sales","Greater Minneapolis-St. Paul Area","hoglundadvertising.com","https://linkedin.com/in/jody-nelson-25498b17",,,,"false",,,,
,,"Dana","Kolling","Dana Kolling","Vice President Strategic Accounts-Enterprise Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/dana-kolling-55381b39",,,,"false",,,,
,,"Aaron","Hunerdosse","Aaron Hunerdosse","Vice President of International Sales","Kansas City Metropolitan Area","seaboardfoods.com","https://linkedin.com/in/aaron-hunerdosse-5a947070",,,,"false",,,,
,,"Rick","Wharton","Rick Wharton","Regional Vice President, Sales North America","Miami-Fort Lauderdale Area","embraer.com.br","https://linkedin.com/in/rick-wharton-a7395a138",,,,"false",,,,
,,"Richard","Meadors","Richard Meadors","Vice President Sales","Charlotte Metro","cmfurniture.com","https://linkedin.com/in/richard-meadors-577a1a34",,,,"false",,,,
,,"Mike","Turner","Mike Turner","VP of Sales & Operations","Washington DC-Baltimore Area","globallcs.com","https://linkedin.com/in/mike-turner-bb02762b",,,,"false",,,,
,,"Dan","Flynn","Dan Flynn","CEO & Chief Revenue Officer","Los Angeles Metropolitan Area","skyhawksales.com","https://linkedin.com/in/dflynn-skyhawksales",,,,"false",,,,
,,"Kevin","Ryan","Kevin Ryan","Vice President of Sales Planning/Revenue Management","Atlanta Metropolitan Area",,"https://linkedin.com/in/kevin-ryan-b9495254",,,,"false",,,,
,,"Ryan","Cosgrove MS CN","Ryan Cosgrove MS CN","Associate Vice President Sales","Salt Lake City Metropolitan Area","beekeepersnaturals.com","https://linkedin.com/in/ryan-cosgrove-ms-cn-8a437884",,,,"false",,,,
,,"Mack","Robinson","Mack Robinson","Vice President Sales","Charlotte Metro","hilbgroup.com","https://linkedin.com/in/mack-robinson-813634b0",,,,"false",,,,
,,"Bonnie","B.","Bonnie B.","Vice President of Sales","Salt Lake City Metropolitan Area",,"https://linkedin.com/in/bonnie-b-083a24194",,,,"false",,,,
,,"Mike","Koski","Mike Koski","Vice President of Sales","Greater Minneapolis-St. Paul Area","thecpgretail.com","https://linkedin.com/in/mike-koski-8a66867",,,,"false",,,,
,,"John","Kirchner","John Kirchner","Vice President of Sales","Dallas-Fort Worth Metroplex","50floor.com","https://linkedin.com/in/john-kirchner-807172180",,,,"false",,,,
,,"Barry","Cowling","Barry Cowling","Vice President of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/barry-cowling-ba432817a",,,,"false",,,,
,,"Taylor","Weeks - MBA","Taylor Weeks - MBA","Vice President of Sales","Salt Lake City Metropolitan Area","onsetfinancial.com","https://linkedin.com/in/taylor-weeks-mba-31158253",,,,"false",,,,
,,"Heather","Dunn","Heather Dunn","Vice President, Revenue Cycle Services","Nashville Metropolitan Area","vanderbilthealth.com","https://linkedin.com/in/heather-dunn-0ab4b914",,,,"false",,,,
,,"D.J.","Snyder","D.J. Snyder","Vice President Sales","Charlotte Metro","dlsretreading.com","https://linkedin.com/in/d-j-snyder-45a4a065",,,,"false",,,,
,,"Mike L.","Pettinella","Mike L. Pettinella","Chief Revenue Officer (CRO)","New York City Metropolitan Area","onsiteiq.io","https://linkedin.com/in/michaelpettinella",,,,"false",,,,
,,"Joe","Reger","Joe Reger","Vice President of Sales","Greater Minneapolis-St. Paul Area",,"https://linkedin.com/in/joe-reger",,,,"false",,,,
,,"Samantha","Rubin","Samantha Rubin","Regional VP of Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/samantha-rubin-1828b732",,,,"false",,,,
,,"Shawn","Anderson","Shawn Anderson","Chief Revenue Officer","Greater Phoenix Area","hirecredit.com","https://linkedin.com/in/shawn-anderson-707b4a9",,,,"false",,,,
,,"Patricia","Shorr","Patricia Shorr","Vice President of Conference Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/patricia-shorr-20497a56",,,,"false",,,,
,,"DJ","Prohaska","DJ Prohaska","Assistant Vice-President of Sales","Dallas-Fort Worth Metroplex","enterpriseholdings.sharepoint.com","https://linkedin.com/in/dj-prohaska-1b666b7",,,,"false",,,,
,,"Angela","Englett","Angela Englett","Regional Vice President, Revenue Strategy","Dallas-Fort Worth Metroplex","aimbridgehospitality.com","https://linkedin.com/in/angela-englett",,,,"false",,,,
,,"Dylan","Day","Dylan Day","Vice President of Sales","Dallas-Fort Worth Metroplex","m3global.com","https://linkedin.com/in/daydylan",,,,"false",,,,
,,"Megan","Mahon, CAR","Megan Mahon, CAR","VP, Sales + Business Development","Raleigh-Durham-Chapel Hill Area","remarketingplus.com","https://linkedin.com/in/meganmahon13",,,,"false",,,,
,,"Shannon","Buckles","Shannon Buckles","Area Vice President National Sales","San Francisco Bay Area","usfoods.com","https://linkedin.com/in/shannon-buckles-47027a24",,,,"false",,,,
,,"Thomas","Rizzo","Thomas Rizzo","Vice President, Sales","New York City Metropolitan Area","pldevelopments.com","https://linkedin.com/in/thomas-rizzo-5744a495",,,,"false",,,,
,,"Stephanie","Schultz ","Stephanie Schultz","VP of Revenue","Columbus, Ohio Metropolitan Area","huckleberry.com","https://linkedin.com/in/stephanieschultz22",,,,"false",,,,
,,"Brandon","G.","Brandon G.","Vice President of Sales Print Management Division","Greater Minneapolis-St. Paul Area","impactgroup.us","https://linkedin.com/in/brandon-geehan",,,,"false",,,,
,,"John","George","John George","Vice President of Sales","San Francisco Bay Area","adp.com","https://linkedin.com/in/johngeorgeadp",,,,"false",,,,
,,"Kiersten","Bertamini","Kiersten Bertamini","Chief Sales Officer","Miami-Fort Lauderdale Area","dshbconsulting.com","https://linkedin.com/in/kiersten-bertamini-12461695",,,,"false",,,,
,,"Angela","Discher","Angela Discher","Vice President of Sales and Marketing","Dallas-Fort Worth Metroplex","lightspek.com","https://linkedin.com/in/adischer",,,,"false",,,,
